T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
28,Antigua and Barbuda,2016,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
28,Antigua and Barbuda,2017,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
28,Antigua and Barbuda,2018,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,1985,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,0.0001,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,1995,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,1.0000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2005,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,3.0120,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2010,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,3.9560,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2015,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,13.1000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2016,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,15.9000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2017,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,18.6000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2018,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,37.6000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,1985,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,0.0001,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,1995,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,0.9998,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2005,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,2.9037,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2010,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,3.8963,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2015,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,9.2332,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2016,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,14.7582,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2017,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,16.5627,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
32,Argentina,2018,Exchange rates: period average (national currency per US dollar),Argentine Peso (ARS),,28.0950,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
51,Armenia,1995,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,402.0000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
51,Armenia,2005,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,450.1900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
51,Armenia,2010,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,363.4400,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
51,Armenia,2015,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,483.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
51,Armenia,2016,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,483.9400,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
