T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
800,Uganda,2010,Major trading partner 1 (% of imports),China,,8.8900,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2018,Major trading partner 1 (% of imports),China,,17.6192,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2005,Major trading partner 2 (% of exports),United Arab Emirates,,10.3765,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2010,Major trading partner 2 (% of exports),United Arab Emirates,,7.4687,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2018,Major trading partner 2 (% of exports),United Arab Emirates,,15.3336,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2005,Major trading partner 2 (% of imports),India,,6.4170,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2010,Major trading partner 2 (% of imports),India,,14.6733,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2018,Major trading partner 2 (% of imports),India,,13.1582,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2018,Major trading partner 3 (% of exports),South Sudan,,10.3356,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2005,Major trading partner 3 (% of imports),United Arab Emirates,,6.6550,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2010,Major trading partner 3 (% of imports),United Arab Emirates,,8.3836,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
800,Uganda,2018,Major trading partner 3 (% of imports),United Arab Emirates,,11.7893,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2005,Major trading partner 1 (% of exports),Russian Federation,,21.8821,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2010,Major trading partner 1 (% of exports),Russian Federation,,26.1164,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2018,Major trading partner 1 (% of exports),Russian Federation,,9.0798,Estimate.;Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2005,Major trading partner 1 (% of imports),Russian Federation,,35.5530,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2010,Major trading partner 1 (% of imports),Russian Federation,,36.5477,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2018,Major trading partner 1 (% of imports),Russian Federation,,14.5564,Estimate.;Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2005,Major trading partner 2 (% of exports),Poland,,2.9521,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2010,Major trading partner 2 (% of exports),Poland,,3.4750,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2018,Major trading partner 2 (% of exports),Poland,,6.2807,Estimate.;Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2005,Major trading partner 2 (% of imports),China,,5.0121,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2010,Major trading partner 2 (% of imports),China,,7.7389,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2018,Major trading partner 2 (% of imports),China,,11.4130,Estimate.;Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2005,Major trading partner 3 (% of exports),Turkey,,5.9212,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2010,Major trading partner 3 (% of exports),Turkey,,5.8849,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2018,Major trading partner 3 (% of exports),Turkey,,5.7878,Estimate.;Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2005,Major trading partner 3 (% of imports),Germany,,9.3649,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2010,Major trading partner 3 (% of imports),Germany,,7.5783,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
804,Ukraine,2018,Major trading partner 3 (% of imports),Germany,,10.5207,Estimate.;Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2005,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,29.2123,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2010,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,26.4350,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2018,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,51.1258,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2005,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,0.6691,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2010,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,30.1810,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2018,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,30.1890,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2018,Major trading partner 2 (% of exports),Asia nes,Asia not elsewhere specified.,13.8459,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2005,Major trading partner 2 (% of imports),China,,8.5148,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2010,Major trading partner 2 (% of imports),China,,7.2683,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2018,Major trading partner 2 (% of imports),China,,8.2783,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2005,Major trading partner 3 (% of exports),India,,4.6231,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2010,Major trading partner 3 (% of exports),India,,11.0111,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2018,Major trading partner 3 (% of exports),India,,3.7688,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2005,Major trading partner 3 (% of imports),United States,,6.9323,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2010,Major trading partner 3 (% of imports),United States,,6.0214,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
784,United Arab Emirates,2018,Major trading partner 3 (% of imports),United States,,7.6000,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2005,Major trading partner 1 (% of exports),United States,,14.4385,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2010,Major trading partner 1 (% of exports),United States,,13.8976,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2018,Major trading partner 1 (% of exports),United States,,13.4097,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2005,Major trading partner 1 (% of imports),Germany,,13.0479,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2010,Major trading partner 1 (% of imports),Germany,,12.1972,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2018,Major trading partner 1 (% of imports),Germany,,13.6749,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2005,Major trading partner 2 (% of exports),Germany,,10.6416,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2010,Major trading partner 2 (% of exports),Germany,,10.5852,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2018,Major trading partner 2 (% of exports),Germany,,9.5976,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2005,Major trading partner 2 (% of imports),China,,6.8414,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2010,Major trading partner 2 (% of imports),China,,9.8362,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2018,Major trading partner 2 (% of imports),China,,9.4644,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2005,Major trading partner 3 (% of exports),Netherlands,,5.8436,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2010,Major trading partner 3 (% of exports),Netherlands,,7.6136,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2018,Major trading partner 3 (% of exports),Netherlands,,6.8043,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2005,Major trading partner 3 (% of imports),United States,,8.3503,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2010,Major trading partner 3 (% of imports),United States,,9.0201,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
826,United Kingdom,2018,Major trading partner 3 (% of imports),United States,,9.4460,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2005,Major trading partner 1 (% of exports),India,,4.6725,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2010,Major trading partner 1 (% of exports),India,,5.5918,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2018,Major trading partner 1 (% of exports),India,,23.5257,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2005,Major trading partner 1 (% of imports),China,,6.8600,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2010,Major trading partner 1 (% of imports),China,,10.9390,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2018,Major trading partner 1 (% of imports),China,,19.3718,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2005,Major trading partner 2 (% of exports),South Africa,,17.6312,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2010,Major trading partner 2 (% of exports),South Africa,,10.7069,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2018,Major trading partner 2 (% of exports),South Africa,,16.7490,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2005,Major trading partner 2 (% of imports),India,,5.8677,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2010,Major trading partner 2 (% of imports),India,,11.1697,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2018,Major trading partner 2 (% of imports),India,,15.0342,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2005,Major trading partner 3 (% of exports),Viet Nam,,0.2031,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2010,Major trading partner 3 (% of exports),Viet Nam,,1.0502,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2018,Major trading partner 3 (% of exports),Viet Nam,,7.5347,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2005,Major trading partner 3 (% of imports),United Arab Emirates,,6.3271,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2010,Major trading partner 3 (% of imports),United Arab Emirates,,8.3887,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
834,United Rep. of Tanzania,2018,Major trading partner 3 (% of imports),United Arab Emirates,,7.6756,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2005,Major trading partner 1 (% of exports),Canada,,23.3781,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2010,Major trading partner 1 (% of exports),Canada,,19.5015,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2018,Major trading partner 1 (% of exports),Canada,,18.2609,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2005,Major trading partner 1 (% of imports),China,,14.9989,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2010,Major trading partner 1 (% of imports),China,,19.4570,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2018,Major trading partner 1 (% of imports),China,,21.8503,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2005,Major trading partner 2 (% of exports),Mexico,,13.2747,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2010,Major trading partner 2 (% of exports),Mexico,,12.8053,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2018,Major trading partner 2 (% of exports),Mexico,,15.7423,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2005,Major trading partner 2 (% of imports),Mexico,,9.9566,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2010,Major trading partner 2 (% of imports),Mexico,,11.7998,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2018,Major trading partner 2 (% of imports),Mexico,,13.1764,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2005,Major trading partner 3 (% of exports),China,,4.6261,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2010,Major trading partner 3 (% of exports),China,,7.1912,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2018,Major trading partner 3 (% of exports),China,,8.4040,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2005,Major trading partner 3 (% of imports),Canada,,16.8482,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2010,Major trading partner 3 (% of imports),Canada,,14.2474,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
840,United States of America,2018,Major trading partner 3 (% of imports),Canada,,12.7058,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2005,Major trading partner 1 (% of exports),China,,4.5411,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2010,Major trading partner 1 (% of exports),China,,10.3846,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2018,Major trading partner 1 (% of exports),China,,18.7763,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2005,Major trading partner 1 (% of imports),China,,6.2463,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2010,Major trading partner 1 (% of imports),China,,13.0342,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2018,Major trading partner 1 (% of imports),China,,20.0265,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2005,Major trading partner 2 (% of exports),Brazil,,13.4447,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2010,Major trading partner 2 (% of exports),Brazil,,23.3996,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2018,Major trading partner 2 (% of exports),Brazil,,16.4609,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2005,Major trading partner 2 (% of imports),Brazil,,21.2609,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2010,Major trading partner 2 (% of imports),Brazil,,18.3039,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2018,Major trading partner 2 (% of imports),Brazil,,19.4670,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2005,Major trading partner 3 (% of exports),Free Zones,,0.9336,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2010,Major trading partner 3 (% of exports),Free Zones,,4.1442,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2018,Major trading partner 3 (% of exports),Free Zones,,16.4213,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2005,Major trading partner 3 (% of imports),Argentina,,20.2562,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2010,Major trading partner 3 (% of imports),Argentina,,17.0370,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
858,Uruguay,2018,Major trading partner 3 (% of imports),Argentina,,12.5792,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2005,Major trading partner 1 (% of exports),Switzerland,,0.1164,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2010,Major trading partner 1 (% of exports),Switzerland,,0.4881,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2018,Major trading partner 1 (% of exports),Switzerland,,29.1250,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2005,Major trading partner 1 (% of imports),Russian Federation,,26.0045,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2010,Major trading partner 1 (% of imports),Russian Federation,,20.0372,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2018,Major trading partner 1 (% of imports),Russian Federation,,24.4593,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2005,Major trading partner 2 (% of exports),China,,11.5411,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2010,Major trading partner 2 (% of exports),China,,19.3315,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2018,Major trading partner 2 (% of exports),China,,20.7562,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2005,Major trading partner 2 (% of imports),China,,6.9792,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2010,Major trading partner 2 (% of imports),China,,14.2255,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2018,Major trading partner 2 (% of imports),China,,22.7705,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2005,Major trading partner 3 (% of exports),Russian Federation,,21.9692,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2010,Major trading partner 3 (% of exports),Russian Federation,,22.4924,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2018,Major trading partner 3 (% of exports),Russian Federation,,12.5848,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2005,Major trading partner 3 (% of imports),Kazakhstan,,7.3584,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2010,Major trading partner 3 (% of imports),Kazakhstan,,13.2643,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
860,Uzbekistan,2018,Major trading partner 3 (% of imports),Kazakhstan,,11.7809,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2005,Major trading partner 1 (% of exports),Japan,,4.0879,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2010,Major trading partner 1 (% of exports),Japan,,4.5443,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2018,Major trading partner 1 (% of exports),Japan,,29.5954,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2005,Major trading partner 1 (% of imports),China,,5.2015,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2010,Major trading partner 1 (% of imports),China,,9.8789,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2018,Major trading partner 1 (% of imports),China,,19.5793,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2018,Major trading partner 2 (% of exports),Mauritania,,25.7751,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2005,Major trading partner 2 (% of imports),Australia,,41.3064,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2010,Major trading partner 2 (% of imports),Australia,,30.8900,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2018,Major trading partner 2 (% of imports),Australia,,16.7549,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2005,Major trading partner 3 (% of exports),Thailand,,1.0917,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2010,Major trading partner 3 (% of exports),Thailand,,0.0313,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2018,Major trading partner 3 (% of exports),Thailand,,7.5638,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2005,Major trading partner 3 (% of imports),Japan,,2.1885,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2010,Major trading partner 3 (% of imports),Japan,,3.7248,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
548,Vanuatu,2018,Major trading partner 3 (% of imports),Japan,,9.0285,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
