T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
764,Thailand,2016,Balance of Payments: Current account (millions of US dollars),"48,207.8358",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2017,Balance of Payments: Current account (millions of US dollars),"50,211.1420",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2018,Balance of Payments: Current account (millions of US dollars),"35,158.8382",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2010,Balance of Payments: Capital account (millions of US dollars),244.5900,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2016,Balance of Payments: Capital account (millions of US dollars),12.7200,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2018,Balance of Payments: Capital account (millions of US dollars),-610.5400,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,1985,Balance of Payments: Financial account (millions of US dollars),"-1,433.7301",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,1995,Balance of Payments: Financial account (millions of US dollars),"-14,777.9575",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2005,Balance of Payments: Financial account (millions of US dollars),"-2,434.8686",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2010,Balance of Payments: Financial account (millions of US dollars),"7,751.0761",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2016,Balance of Payments: Financial account (millions of US dollars),"33,683.3902",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2017,Balance of Payments: Financial account (millions of US dollars),"38,385.8209",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
764,Thailand,2018,Balance of Payments: Financial account (millions of US dollars),"29,178.6477",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2010,Balance of Payments: Current account (millions of US dollars),"1,671.3795",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2016,Balance of Payments: Current account (millions of US dollars),-533.0751,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2017,Balance of Payments: Current account (millions of US dollars),-339.0802,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2010,Balance of Payments: Capital account (millions of US dollars),31.2551,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2016,Balance of Payments: Capital account (millions of US dollars),29.8652,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2017,Balance of Payments: Capital account (millions of US dollars),34.0301,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2010,Balance of Payments: Financial account (millions of US dollars),"1,703.1476",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2016,Balance of Payments: Financial account (millions of US dollars),-656.2795,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
626,Timor-Leste,2017,Balance of Payments: Financial account (millions of US dollars),-211.7645,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,1985,Balance of Payments: Current account (millions of US dollars),-27.4227,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,1995,Balance of Payments: Current account (millions of US dollars),-121.9637,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2005,Balance of Payments: Current account (millions of US dollars),-203.8947,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2010,Balance of Payments: Current account (millions of US dollars),-199.7077,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2016,Balance of Payments: Current account (millions of US dollars),-436.3302,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2017,Balance of Payments: Current account (millions of US dollars),-96.4046,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,1995,Balance of Payments: Capital account (millions of US dollars),2.7567,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2005,Balance of Payments: Capital account (millions of US dollars),51.0600,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2010,Balance of Payments: Capital account (millions of US dollars),"1,388.0717",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2016,Balance of Payments: Capital account (millions of US dollars),275.7997,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2017,Balance of Payments: Capital account (millions of US dollars),242.9695,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,1985,Balance of Payments: Financial account (millions of US dollars),-28.1416,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,1995,Balance of Payments: Financial account (millions of US dollars),-138.5252,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2005,Balance of Payments: Financial account (millions of US dollars),-140.7991,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2010,Balance of Payments: Financial account (millions of US dollars),"1,190.8861",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2016,Balance of Payments: Financial account (millions of US dollars),-159.3043,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
768,Togo,2017,Balance of Payments: Financial account (millions of US dollars),165.4480,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,1985,Balance of Payments: Current account (millions of US dollars),-2.0874,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2005,Balance of Payments: Current account (millions of US dollars),-24.3322,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2010,Balance of Payments: Current account (millions of US dollars),-87.4370,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2016,Balance of Payments: Current account (millions of US dollars),-27.1543,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2017,Balance of Payments: Current account (millions of US dollars),-29.5887,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2018,Balance of Payments: Current account (millions of US dollars),-28.6318,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2005,Balance of Payments: Capital account (millions of US dollars),12.1730,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2010,Balance of Payments: Capital account (millions of US dollars),72.4977,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2016,Balance of Payments: Capital account (millions of US dollars),30.8082,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2017,Balance of Payments: Capital account (millions of US dollars),54.1542,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2018,Balance of Payments: Capital account (millions of US dollars),49.0813,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,1985,Balance of Payments: Financial account (millions of US dollars),-0.9645,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2005,Balance of Payments: Financial account (millions of US dollars),-25.4258,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2010,Balance of Payments: Financial account (millions of US dollars),119.6080,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2016,Balance of Payments: Financial account (millions of US dollars),-15.4322,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2017,Balance of Payments: Financial account (millions of US dollars),40.2098,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
776,Tonga,2018,Balance of Payments: Financial account (millions of US dollars),-5.8379,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,1985,Balance of Payments: Current account (millions of US dollars),-47.8776,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,1995,Balance of Payments: Current account (millions of US dollars),293.8231,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2005,Balance of Payments: Current account (millions of US dollars),"3,881.3468",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2010,Balance of Payments: Current account (millions of US dollars),"4,172.3273",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2016,Balance of Payments: Current account (millions of US dollars),-858.3428,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2017,Balance of Payments: Current account (millions of US dollars),"1,089.1541",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2016,Balance of Payments: Capital account (millions of US dollars),0.2157,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2017,Balance of Payments: Capital account (millions of US dollars),1.2080,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,1985,Balance of Payments: Financial account (millions of US dollars),-321.6955,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,1995,Balance of Payments: Financial account (millions of US dollars),298.4358,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2005,Balance of Payments: Financial account (millions of US dollars),"2,896.7090",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2010,Balance of Payments: Financial account (millions of US dollars),"4,198.6715",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2016,Balance of Payments: Financial account (millions of US dollars),"-1,721.8708",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
780,Trinidad and Tobago,2017,Balance of Payments: Financial account (millions of US dollars),-552.2197,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,1985,Balance of Payments: Current account (millions of US dollars),-581.1892,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,1995,Balance of Payments: Current account (millions of US dollars),-773.9889,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2005,Balance of Payments: Current account (millions of US dollars),-299.2832,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2010,Balance of Payments: Current account (millions of US dollars),"-2,104.4432",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2016,Balance of Payments: Current account (millions of US dollars),"-3,694.2630",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2017,Balance of Payments: Current account (millions of US dollars),"-4,079.7297",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,1995,Balance of Payments: Capital account (millions of US dollars),46.5239,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2005,Balance of Payments: Capital account (millions of US dollars),127.0971,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2010,Balance of Payments: Capital account (millions of US dollars),82.3669,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2016,Balance of Payments: Capital account (millions of US dollars),94.7378,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2017,Balance of Payments: Capital account (millions of US dollars),183.8040,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,1985,Balance of Payments: Financial account (millions of US dollars),-607.2709,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,1995,Balance of Payments: Financial account (millions of US dollars),-861.2052,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2005,Balance of Payments: Financial account (millions of US dollars),-200.4474,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2010,Balance of Payments: Financial account (millions of US dollars),"-1,926.8825",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2016,Balance of Payments: Financial account (millions of US dollars),"-3,448.0598",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
788,Tunisia,2017,Balance of Payments: Financial account (millions of US dollars),"-3,672.5477",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,1985,Balance of Payments: Current account (millions of US dollars),"-1,013.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,1995,Balance of Payments: Current account (millions of US dollars),"-2,338.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2005,Balance of Payments: Current account (millions of US dollars),"-20,980.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2010,Balance of Payments: Current account (millions of US dollars),"-44,616.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2016,Balance of Payments: Current account (millions of US dollars),"-33,139.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2017,Balance of Payments: Current account (millions of US dollars),"-47,347.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2018,Balance of Payments: Current account (millions of US dollars),"-27,125.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2010,Balance of Payments: Capital account (millions of US dollars),-51.0000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2016,Balance of Payments: Capital account (millions of US dollars),23.0000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2017,Balance of Payments: Capital account (millions of US dollars),17.0000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2018,Balance of Payments: Capital account (millions of US dollars),58.0000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,1985,Balance of Payments: Financial account (millions of US dollars),"-1,849.4880",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,1995,Balance of Payments: Financial account (millions of US dollars),17.2624,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2005,Balance of Payments: Financial account (millions of US dollars),"-19,508.7909",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2010,Balance of Payments: Financial account (millions of US dollars),"-45,128.4747",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2016,Balance of Payments: Financial account (millions of US dollars),"-22,012.0812",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2017,Balance of Payments: Financial account (millions of US dollars),"-46,716.2344",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
792,Turkey,2018,Balance of Payments: Financial account (millions of US dollars),"-9,864.4077",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
796,Turks and Caicos Islands,2016,Balance of Payments: Current account (millions of US dollars),247.0812,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
796,Turks and Caicos Islands,2017,Balance of Payments: Current account (millions of US dollars),35.0159,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
796,Turks and Caicos Islands,2018,Balance of Payments: Current account (millions of US dollars),172.7093,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
796,Turks and Caicos Islands,2017,Balance of Payments: Capital account (millions of US dollars),16.5655,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
796,Turks and Caicos Islands,2016,Balance of Payments: Financial account (millions of US dollars),269.9727,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
796,Turks and Caicos Islands,2017,Balance of Payments: Financial account (millions of US dollars),30.3316,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
796,Turks and Caicos Islands,2018,Balance of Payments: Financial account (millions of US dollars),106.9331,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
798,Tuvalu,2005,Balance of Payments: Current account (millions of US dollars),-4.2778,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
798,Tuvalu,2010,Balance of Payments: Current account (millions of US dollars),-14.0138,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
798,Tuvalu,2005,Balance of Payments: Capital account (millions of US dollars),2.4156,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
798,Tuvalu,2010,Balance of Payments: Capital account (millions of US dollars),8.7969,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
798,Tuvalu,2005,Balance of Payments: Financial account (millions of US dollars),0.4113,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
798,Tuvalu,2010,Balance of Payments: Financial account (millions of US dollars),-0.3912,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,1985,Balance of Payments: Current account (millions of US dollars),4.5979,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,1995,Balance of Payments: Current account (millions of US dollars),-281.4900,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2005,Balance of Payments: Current account (millions of US dollars),49.2241,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2010,Balance of Payments: Current account (millions of US dollars),"-1,609.7737",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2016,Balance of Payments: Current account (millions of US dollars),-830.8238,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2017,Balance of Payments: Current account (millions of US dollars),"-1,491.1827",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2018,Balance of Payments: Current account (millions of US dollars),"-2,564.6991",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,1995,Balance of Payments: Capital account (millions of US dollars),48.3000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2016,Balance of Payments: Capital account (millions of US dollars),139.0360,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2017,Balance of Payments: Capital account (millions of US dollars),122.3480,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2018,Balance of Payments: Capital account (millions of US dollars),95.1550,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,1985,Balance of Payments: Financial account (millions of US dollars),-47.5536,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,1995,Balance of Payments: Financial account (millions of US dollars),-204.4242,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2005,Balance of Payments: Financial account (millions of US dollars),-398.2031,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2010,Balance of Payments: Financial account (millions of US dollars),"-1,112.5024",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2016,Balance of Payments: Financial account (millions of US dollars),-778.6566,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2017,Balance of Payments: Financial account (millions of US dollars),-932.2090,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
800,Uganda,2018,Balance of Payments: Financial account (millions of US dollars),"-2,015.1890",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,1995,Balance of Payments: Current account (millions of US dollars),"-1,152.0000",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2005,Balance of Payments: Current account (millions of US dollars),"2,534.0000",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2010,Balance of Payments: Current account (millions of US dollars),"-3,016.0000",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2016,Balance of Payments: Current account (millions of US dollars),"-1,340.0000",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2017,Balance of Payments: Current account (millions of US dollars),"-2,442.0000",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2018,Balance of Payments: Current account (millions of US dollars),"-4,287.0000",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,1995,Balance of Payments: Capital account (millions of US dollars),6.0000,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2005,Balance of Payments: Capital account (millions of US dollars),-43.0000,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2010,Balance of Payments: Capital account (millions of US dollars),188.0000,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2016,Balance of Payments: Capital account (millions of US dollars),92.0000,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2017,Balance of Payments: Capital account (millions of US dollars),-4.0000,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2018,Balance of Payments: Capital account (millions of US dollars),37.0000,Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,1995,Balance of Payments: Financial account (millions of US dollars),"-1,097.7542",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2005,Balance of Payments: Financial account (millions of US dollars),"2,598.4328",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
